GeneID,gene_type,locus,strand,sex-linked,avg ICRA,avg UCRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
TICRR,mRNA,NW_005054313.1:1056429-1074245,+,-,30,25,4.781359714,0.262,0.262,0.355378249,0.856013202,no,2,0,0
TSN,mRNA,NW_005054298.1:9789783-9796458,-,-,1412,1422,10.46862404,-0.011,0.011,0.961038509,0.99457364,no,2,0,0
BTF3L4,mRNA,NW_005054345.1:1363772-1372690,+,-,4762,5346,12.30320995,-0.167,0.167,0.373022949,0.861709807,no,2,0,0
CRAT,mRNA,NW_005054329.1:5341994-5356284,+,-,847,893,9.764871591,-0.075,0.075,0.545023579,0.906712018,no,2,0,0
GEMIN8,mRNA,NW_005054644.1:89491-117375,+,-,118,133,6.971543554,-0.176,0.176,0.344245176,0.855007832,no,2,0,0
GRK3,mRNA,NW_005054330.1:218477-260233,+,-,246,266,8,-0.115,0.115,0.626994395,0.925110245,no,2,0,0
MFF,mRNA,NW_005054371.1:1785395-1802942,+,-,5363,6174,12.4939805,-0.203,0.203,0.20658701,0.792627457,no,2,0,0
MRPL2,mRNA,NW_005054746.1:9052-10136,-,-,235,282,8.01402047,-0.261,0.261,0.22989237,0.806740538,no,2,0,0
RPS5,mRNA,NW_005055015.1:23701-30309,+,-,33816,29467,14.94953037,0.199,0.199,0.350636844,0.856013202,no,2,0,0
ADSS2,mRNA,NW_005054299.1:14479107-14502017,-,-,489,520,8.978710459,-0.089,0.089,0.647898697,0.930085029,no,2,0,0
DESI1,mRNA,NW_005054334.1:4907914-4916566,-,-,3949,4578,12.05782254,-0.213,0.213,0.155962752,0.769280694,no,2,0,0
FANCI,mRNA,NW_005054313.1:918962-945748,+,-,19,16,4.129283017,0.26,0.26,0.427230169,0.87836657,no,2,0,0
KAT2A,mRNA,NW_005054559.1:712893-719470,+,-,843,782,9.666224003,0.107,0.107,0.607744418,0.921579651,no,2,0,0
LOC102043645,mRNA,NW_005054379.1:59109-62909,-,-,1802,1913,10.8591465,-0.086,0.086,0.765506692,0.949586862,no,2,0,0
NCKIPSD,mRNA,NW_005054339.1:5411563-5441247,+,-,1379,1576,10.52894242,-0.192,0.192,0.107476944,0.729949345,no,2,0,0
ODR4,mRNA,NW_005054357.1:4490952-4505464,+,-,153,132,7.154818109,0.211,0.211,0.234438849,0.807366971,no,2,0,0
PIGY,mRNA,NW_005054304.1:6879309-6882692,-,-,372,310,8.413627929,0.26,0.26,0.241432599,0.80954888,no,2,0,0
PNLDC1,mRNA,NW_005054392.1:1139334-1150195,+,-,28,33,4.930737338,-0.26,0.26,0.418752429,0.874891315,no,2,0,0
PSME3IP1,mRNA,NW_005054343.1:4090470-4100376,+,-,2047,2450,11.13474717,-0.26,0.26,0.058569265,0.660548552,no,2,0,0
RBM39,mRNA,NW_005054481.1:1115230-1139950,+,-,11947,11697,13.52918651,0.03,0.03,0.842590939,0.971476213,no,2,0,0
SHC4,mRNA,NW_005054313.1:3601083-3628857,+,-,5,5,2.321928095,-0.193,0.193,0.729210566,NA,no,0,0,0
SRP54,mRNA,NW_005054301.1:8344454-8356527,-,-,4575,4685,12.17679648,-0.034,0.034,0.849356574,0.972973072,no,2,0,0
BCL2L13,mRNA,NW_005054384.1:617434-649268,+,-,4110,4918,12.1401907,-0.259,0.259,0.162069753,0.773089443,no,2,0,0
ERC1,mRNA,NW_005054326.1:374988-645990,-,-,16,14,3.906890596,0.156,0.156,0.628512085,0.925110245,no,2,0,0
ERG28,mRNA,NW_005054301.1:5917646-5919816,+,-,58,53,5.794415866,0.137,0.137,0.507342046,0.898312705,no,2,0,0
KDM7A,mRNA,NW_005054414.1:923458-960774,+,-,8688,10398,13.22022716,-0.259,0.259,0.108434088,0.729949345,no,2,0,0
LYSMD3,mRNA,NW_005054352.1:917806-927002,-,-,463,458,8.847057346,0.012,0.012,0.954449324,0.993519602,no,2,0,0
MAN2A1,mRNA,NW_005054467.1:186854-280421,-,-,380,420,8.64385619,-0.141,0.141,0.451867778,0.882272418,no,2,0,0
MRPS18A,mRNA,NW_005054299.1:13507535-13529742,+,-,199,221,7.714245518,-0.153,0.153,0.483771105,0.8900586,no,2,0,0
NCOA5,mRNA,NW_005054337.1:3220997-3236944,-,-,684,650,9.381542951,0.074,0.074,0.661021202,0.933503225,no,2,0,0
RAI14,mRNA,NW_005054401.1:56926-132621,+,-,387,358,8.541096615,0.113,0.113,0.493790189,0.894012256,no,2,0,0
SACM1L,mRNA,NW_005054361.1:813928-835278,-,-,806,810,9.658211483,-0.005,0.005,0.963291355,0.994930893,no,2,0,0
SEC16A,mRNA,NW_005054329.1:2553639-2576605,-,-,5788,5706,12.48859333,0.021,0.021,0.8947133,0.983084598,no,2,0,0
VPS50,mRNA,NW_005054307.1:6718807-6798296,-,-,63,73,6.087462841,-0.227,0.227,0.338617818,0.850909588,no,2,0,0
DHX30,mRNA,NW_005054466.1:1354234-1382564,-,-,7275,7097,12.81097322,0.036,0.036,0.756195131,0.947575303,no,2,0,0
E4F1,mRNA,NW_005054399.1:1886120-1894915,+,-,6160,6255,12.59979664,-0.022,0.022,0.888259051,0.980948137,no,2,0,0
EFCAB14,mRNA,NW_005054347.1:4207819-4221648,-,-,749,782,9.580258567,-0.063,0.063,0.581456536,0.917051237,no,2,0,0
ELP6,mRNA,NW_005054724.1:14220-39491,+,-,135,161,7.209453366,-0.258,0.258,0.191375568,0.788109176,no,2,0,0
GPATCH1,mRNA,NW_005054484.1:1295749-1307532,-,-,576,598,9.197216693,-0.055,0.055,0.741942823,0.943812333,no,2,0,0
MPV17L2,mRNA,NW_005054621.1:362284-367261,+,-,201,200,7.647458426,0.002,0.002,0.990433018,0.998143811,no,2,0,0
PCYT2,mRNA,NW_005054578.1:254170-264272,+,-,538,506,9.027905997,0.088,0.088,0.704594269,0.938111147,no,2,0,0
PPIH,mRNA,NW_005054473.1:1353864-1370989,-,-,84,79,6.348728154,0.085,0.085,0.713204491,0.939388129,no,2,0,0
REST,mRNA,NW_005054304.1:11217780-11233623,+,-,816,842,9.695228291,-0.046,0.046,0.702513847,0.938111147,no,2,0,0
RSBN1,mRNA,NW_005054545.1:223741-238395,-,-,3856,3673,11.87824254,0.07,0.07,0.593936491,0.918485462,no,2,0,0
SAT1,mRNA,NW_005054375.1:1471676-1474360,+,-,30118,36024,15.01327905,-0.258,0.258,0.16950484,0.778496749,no,2,0,0
SH3BP4,mRNA,NW_005054637.1:241300-255288,+,-,204,171,7.550746785,0.258,0.258,0.303977433,0.834086505,no,2,0,0
SNAPC4,mRNA,NW_005054329.1:2520413-2532862,-,-,1076,1013,10.02859678,0.087,0.087,0.6393336,0.926784186,no,2,0,0
STARD9,mRNA,NW_005054312.1:126925-219964,-,-,83,70,6.257387843,0.258,0.258,0.200120375,0.790067148,no,2,0,0
VAPB,mRNA,NW_005054356.1:1614194-1628910,-,-,673,781,9.505811554,-0.216,0.216,0.150636125,0.766384632,no,2,0,0
ZNF839,mRNA,NW_005054303.1:5977772-5987972,+,-,22,18,4.321928095,0.248,0.248,0.30899518,0.834260763,no,2,0,0
ARL4A,mRNA,NW_005054307.1:2807378-2809865,-,-,5568,6489,12.55758336,-0.221,0.221,0.196170869,0.788109176,no,2,0,0
CTSH,mRNA,NW_005054366.1:3429415-3438765,-,-,2240,2147,11.09901899,0.061,0.061,0.699929855,0.938111147,no,2,0,0
KLHL28,mRNA,NW_005054303.1:16096501-16107011,+,-,3400,3286,11.70692764,0.049,0.049,0.731012191,0.94263934,no,2,0,0
LOC102034917,mRNA,NW_005054546.1:7206-10292,-,-,3565,4261,11.93405939,-0.257,0.257,0.146560655,0.764698403,no,2,0,0
LOC115948773,mRNA,NW_005054514.1:58015-59906,+,-,22818,24110,14.51816136,-0.079,0.079,0.690373254,0.938111147,no,2,0,0
NAF1,mRNA,NW_005054297.1:25980210-25997961,+,-,31,30,4.930737338,0.061,0.061,0.830823332,0.966877243,no,2,0,0
NUMA1,mRNA,NW_005054571.1:419029-438343,+,-,18261,17500,14.12609946,0.061,0.061,0.705919859,0.938111147,no,2,0,0
PCGF5,mRNA,NW_005054300.1:8630327-8685360,-,-,148,131,7.124121312,0.173,0.173,0.495533823,0.894012256,no,2,0,0
PEX16,mRNA,NW_005054312.1:2247033-2253615,-,-,126,131,7.005624549,-0.067,0.067,0.778816674,0.952389552,no,2,0,0
PIGV,mRNA,NW_005054436.1:453256-457595,-,-,574,638,9.243173983,-0.153,0.153,0.415889271,0.874891315,no,2,0,0
TADA2B,mRNA,NW_005054372.1:3460502-3465039,-,-,1970,2039,10.9690267,-0.051,0.051,0.695246486,0.938111147,no,2,0,0
CDC42SE2,mRNA,NW_005054355.1:2328376-2410361,-,-,1202,1434,10.36413466,-0.256,0.256,0.175435189,0.780653359,no,2,0,0
EFNB1,mRNA,NW_005054456.1:217634-236306,+,-,316,339,8.355351096,-0.101,0.101,0.70752731,0.93872227,no,2,0,0
EXOSC3,mRNA,NW_005054300.1:16965451-16968189,+,-,48,54,5.672425342,-0.193,0.193,0.461441265,0.884511637,no,2,0,0
LOC102038378,mRNA,NW_005054305.1:381946-389187,-,-,2950,2691,11.46173522,0.132,0.132,0.3758623,0.863039399,no,2,0,0
LOC102043251,mRNA,NW_005054399.1:744516-767748,+,-,790,800,9.63481105,-0.016,0.016,0.913039574,0.985690495,no,2,0,0
LOC115948520,lnc_RNA,NW_005054420.1:2350588-2351427,+,-,89,81,6.409390936,0.132,0.132,0.622030523,0.923865459,no,2,0,0
MRPL41,mRNA,NW_005054358.1:1455316-1455914,-,-,598,644,9.278449458,-0.109,0.109,0.59102795,0.918012923,no,2,0,0
MRPS31,mRNA,NW_005054322.1:5905333-5925137,+,-,174,170,7.426264755,0.03,0.03,0.837886805,0.969446616,no,2,0,0
OSGIN1,mRNA,NW_005054343.1:1946969-1970853,+,-,90913,104154,16.57361021,-0.196,0.196,0.258417343,0.813863022,no,2,0,0
PSMA3,mRNA,NW_005054303.1:12247702-12256867,-,-,351,408,8.567956075,-0.22,0.22,0.280043024,0.822422336,no,2,0,0
RPL22,mRNA,NW_005054446.1:170575-174062,-,-,8949,9250,13.15157156,-0.048,0.048,0.826973863,0.966877243,no,2,0,0
AKTIP,mRNA,NW_005054415.1:2451336-2460496,-,-,265,256,8.025139562,0.052,0.052,0.773418009,0.952389552,no,2,0,0
APPL1,mRNA,NW_005054339.1:4972205-4988529,+,-,182,205,7.596189756,-0.167,0.167,0.330805699,0.843424565,no,2,0,0
FGFR1OP,mRNA,NW_005054299.1:21471556-21487314,+,-,146,147,7.194756854,-0.006,0.006,0.971272197,0.994930893,no,2,0,0
LOC102042531,mRNA,NW_005054448.1:330638-344739,-,-,1024,995,9.979425195,0.041,0.041,0.742901607,0.943812333,no,2,0,0
LOC102043103,mRNA,NW_005055018.1:10093-16695,-,-,3,4,1.807354922,-0.116,0.116,0.827907976,NA,no,0,0,0
NFIL3,mRNA,NW_005054355.1:1974797-1987453,-,-,10410,10501,13.35197444,-0.012,0.012,0.956659149,0.99422118,no,2,0,0
OXA1L,mRNA,NW_005055245.1:1172-12998,+,-,1195,1362,10.32023645,-0.189,0.189,0.25239708,0.812431994,no,2,0,0
PPP1R7,mRNA,NW_005054380.1:2389910-2404984,-,-,6045,7124,12.68485818,-0.237,0.237,0.123205249,0.73689721,no,2,0,0
RECQL,mRNA,NW_005054331.1:101340-115221,-,-,260,310,8.154818109,-0.255,0.255,0.161945759,0.773089443,no,2,0,0
SEC62,mRNA,NW_005054309.1:8134158-8149709,-,-,2394,2705,11.31599862,-0.176,0.176,0.165183276,0.775687999,no,2,0,0
ADAM11,mRNA,NW_005054518.1:344373-358820,+,-,15,14,3.857980995,0.088,0.088,0.849355184,0.972973072,no,2,0,0
ATP5MF,mRNA,NW_005054319.1:175095-176871,+,-,1787,2130,10.93553341,-0.254,0.254,0.270998711,0.817414589,no,2,0,0
DYNC1LI2,mRNA,NW_005054445.1:1432361-1458215,-,-,742,826,9.614709844,-0.152,0.152,0.288605932,0.824888497,no,2,0,0
HEATR5B,mRNA,NW_005054299.1:17246647-17301883,-,-,1363,1366,10.41415668,-0.001,0.001,0.991277329,0.99837817,no,2,0,0
LOC102035093,mRNA,NW_005054740.1:35788-42922,-,-,2079,1861,10.94397991,0.16,0.16,0.483532485,0.8900586,no,2,0,0
OSTC,mRNA,NW_005054304.1:13714705-13717789,-,-,890,1021,9.900112063,-0.198,0.198,0.237001218,0.807695195,no,2,0,0
PCID2,mRNA,NW_005054315.1:3613688-3626564,-,-,5301,5197,12.35782688,0.029,0.029,0.907492181,0.984856292,no,2,0,0
RBBP5,mRNA,NW_005054688.1:106413-124082,-,-,311,304,8.2644426,0.032,0.032,0.861546249,0.976207957,no,2,0,0
TAF1,mRNA,NW_005054314.1:7854015-7886486,+,-,5734,6837,12.6178118,-0.254,0.254,0.078278684,0.704307782,no,2,0,0
TTC13,mRNA,NW_005054348.1:4538407-4577401,-,-,70,75,6.17990909,-0.101,0.101,0.638880765,0.926784186,no,2,0,0
ABITRAM,mRNA,NW_005054311.1:6768606-6771867,-,-,16,18,4.087462841,-0.213,0.213,0.543172662,0.9063675,no,2,0,0
ANXA11,mRNA,NW_005054300.1:16194806-16210552,+,-,8144,9703,13.12339396,-0.253,0.253,0.074433443,0.696593993,no,2,0,0
GTF2B,mRNA,NW_005054336.1:1905866-1926351,-,-,922,1099,9.980853606,-0.253,0.253,0.037688411,0.590127427,no,2,0,0
LOC102045622,mRNA,NW_005054311.1:7163105-7191532,-,-,459,502,8.908392621,-0.131,0.131,0.43309679,0.878720686,no,2,0,0
MRPL12,mRNA,NW_005054578.1:317055-319930,-,-,89,90,6.483815777,-0.037,0.037,0.833401649,0.96817773,no,2,0,0
NAA50,mRNA,NW_005054320.1:6657305-6661788,-,-,163,176,7.405141463,-0.11,0.11,0.525382055,0.902797035,no,2,0,0
RNF215,mRNA,NW_005054448.1:372666-380630,-,-,1886,2219,11.00316651,-0.235,0.235,0.146985086,0.764981422,no,2,0,0
RWDD4,mRNA,NW_005054297.1:18982039-18989240,+,-,664,792,9.50779464,-0.253,0.253,0.255648258,0.813706876,no,2,0,0
COPB1,mRNA,NW_005054410.1:737267-753182,-,-,4495,4979,12.20975796,-0.148,0.148,0.285170034,0.823103268,no,2,0,0
GTF2E2,mRNA,NW_005054536.1:740091-761324,-,-,228,203,7.751544059,0.162,0.162,0.202798248,0.792236598,no,2,0,0
HNRNPLL,mRNA,NW_005054521.1:232134-247955,+,-,450,446,8.807354922,0.016,0.016,0.914994811,0.985690495,no,2,0,0
LOC102042728,mRNA,NW_005054317.1:3051552-3073229,-,-,14,12,3.700439718,0.179,0.179,0.626678076,0.925110245,no,2,0,0
LOC115948438,lnc_RNA,NW_005054399.1:1961569-1964705,-,-,205,185,7.607330314,0.146,0.146,0.436337387,0.878720686,no,2,0,0
MAPK1IP1L,mRNA,NW_005054303.1:13428395-13434922,-,-,4443,4498,12.12622048,-0.018,0.018,0.903428849,0.984122123,no,2,0,0
MBTPS2,mRNA,NW_005054375.1:659098-700448,+,-,865,1029,9.887220615,-0.252,0.252,0.07146307,0.689856701,no,2,0,0
RPE,mRNA,NW_005054463.1:39512-41558,+,-,2480,2881,11.38828642,-0.217,0.217,0.230688961,0.806740538,no,2,0,0
SARAF,mRNA,NW_005054304.1:11196402-11206009,+,-,7688,7613,12.90133832,0.014,0.014,0.942786508,0.991229808,no,2,0,0
CHMP4B,mRNA,NW_005054561.1:304839-332261,+,-,4040,4147,11.99911918,-0.038,0.038,0.742238067,0.943812333,no,2,0,0
CLPTM1L,mRNA,NW_005054311.1:4054890-4080918,-,-,1487,1714,10.64430696,-0.205,0.205,0.187334811,0.786863894,no,2,0,0
HECTD4,mRNA,NW_005054362.1:3609400-3675501,-,-,515,531,9.030667136,-0.043,0.043,0.837295969,0.969320201,no,2,0,0
ITSN2,mRNA,NW_005054306.1:1186015-1266035,-,-,2114,2062,11.027906,0.037,0.037,0.77715524,0.952389552,no,2,0,0
MAEA,mRNA,NW_005054458.1:1242540-1291166,-,-,57990,69025,15.95463936,-0.251,0.251,0.289004691,0.824931555,no,2,0,0
MPC2,mRNA,NW_005054338.1:2285101-2288696,+,-,468,553,8.995767151,-0.243,0.243,0.226982253,0.806033755,no,2,0,0
NCBP1,mRNA,NW_005054379.1:707228-736146,+,-,1258,1489,10.4236412,-0.244,0.244,0.188886216,0.786863894,no,2,0,0
RAB1A,mRNA,NW_005054396.1:941566-948714,-,-,5276,5867,12.44385008,-0.153,0.153,0.173326093,0.780653359,no,2,0,0
RPS2,mRNA,NW_005054399.1:1516565-1519078,-,-,2575,2536,11.31938988,0.022,0.022,0.928866526,0.98727663,no,2,0,0
SEPTIN6,mRNA,NW_005054314.1:1327869-1348034,-,-,1479,1242,10.40992124,0.251,0.251,0.128739221,0.741664825,no,2,0,0
SOCS4,mRNA,NW_005054303.1:13461646-13463833,-,-,219,214,7.758223215,0.03,0.03,0.925379697,0.986458606,no,2,0,0
TBC1D13,mRNA,NW_005054329.1:5500068-5510473,-,-,1413,1575,10.54496443,-0.156,0.156,0.402207951,0.871168163,no,2,0,0
XRCC6,mRNA,NW_005054334.1:4924135-4938700,+,-,917,1091,9.971543554,-0.251,0.251,0.070682362,0.689856701,no,2,0,0
ZDHHC9,mRNA,NW_005054504.1:623823-636137,+,-,2862,3050,11.52943055,-0.092,0.092,0.435567735,0.878720686,no,2,0,0
ZFAND6,mRNA,NW_005054313.1:1345443-1381184,+,-,7007,8340,12.90566905,-0.251,0.251,0.074272478,0.696593993,no,2,0,0
AFTPH,mRNA,NW_005054396.1:706897-740364,+,-,5427,6105,12.49335512,-0.17,0.17,0.151081766,0.766384632,no,2,0,0
HNRNPR,mRNA,NW_005054499.1:541733-553740,-,-,4221,3970,11.99982388,0.088,0.088,0.552165648,0.909494963,no,2,0,0
LOC102036155,mRNA,NW_005054491.1:544001-548278,-,-,7,6,2.700439718,0.25,0.25,0.56138999,0.910805025,no,0,0,0
LOC102044163,mRNA,NW_005054647.1:295321-303345,+,-,26490,31499,14.82349164,-0.25,0.25,0.198910661,0.788526547,no,2,0,0
LOC115948222,lnc_RNA,NW_005054362.1:3089238-3090924,-,-,117,106,6.8008999,0.143,0.143,0.757487887,0.947575303,no,2,0,0
PDHA1,mRNA,NW_005054403.1:498618-509804,-,-,873,986,9.860311055,-0.176,0.176,0.188945547,0.786863894,no,2,0,0
RBM27,mRNA,NW_005054308.1:12204669-12221806,+,-,1385,1537,10.51274046,-0.15,0.15,0.199112187,0.788607838,no,2,0,0
SART3,mRNA,NW_005054362.1:3838661-3853026,-,-,14203,14918,13.82977228,-0.071,0.071,0.743583952,0.943812333,no,2,0,0
UBE2H,mRNA,NW_005054430.1:1295797-1355499,-,-,70702,76901,16.17136252,-0.121,0.121,0.486079798,0.89015947,no,2,0,0
VAMP3,mRNA,NW_005054446.1:519961-522973,+,-,436,431,8.759888183,0.017,0.017,0.929041821,0.98727663,no,2,0,0
YIPF1,mRNA,NW_005054345.1:2258798-2264450,-,-,1581,1620,10.64430696,-0.035,0.035,0.806507707,0.959432808,no,2,0,0
ZC3H12A,mRNA,NW_005054591.1:180289-189959,-,-,4452,5294,12.25059451,-0.25,0.25,0.041429991,0.599910699,no,2,0,0
ATG14,mRNA,NW_005054303.1:13329226-13343389,+,-,1006,1196,10.10459875,-0.249,0.249,0.102263771,0.729949345,no,2,0,0
CFDP1,mRNA,NW_005054343.1:2669240-2728549,+,-,1598,1527,10.60964047,0.065,0.065,0.714122282,0.939775298,no,2,0,0
CTH,mRNA,NW_005054555.1:641279-652839,-,-,11,11,3.459431619,-0.107,0.107,0.796329852,0.956588392,no,2,0,0
FAM13B,mRNA,NW_005054308.1:4610710-4647865,-,-,618,724,9.390168956,-0.225,0.225,0.23137573,0.806740538,no,2,0,0
FILIP1L,mRNA,NW_005054391.1:217395-239927,+,-,5,4,2.169925001,0.249,0.249,0.62759935,NA,no,0,0,0
ITFG2,mRNA,NW_005054444.1:1464788-1475799,+,-,412,488,8.813781191,-0.249,0.249,0.111772785,0.729949345,no,2,0,0
NAT9,mRNA,NW_005054370.1:3083315-3086760,+,-,209,229,7.77478706,-0.139,0.139,0.506655013,0.898239691,no,2,0,0
PPP1R21,mRNA,NW_005054405.1:2507645-2546627,-,-,1415,1500,10.50928017,-0.084,0.084,0.676866202,0.937410692,no,2,0,0
RAF1,mRNA,NW_005054626.1:149719-216319,+,-,1257,1297,10.31854281,-0.046,0.046,0.680124473,0.937506953,no,2,0,0
RAP1B,mRNA,NW_005054310.1:6062483-6088903,-,-,2910,2730,11.46147945,0.092,0.092,0.56379332,0.911529358,no,2,0,0
ROGDI,mRNA,NW_005054383.1:5458-18305,-,-,1244,1361,10.34706766,-0.13,0.13,0.354433651,0.856013202,no,2,0,0
RPS3A,mRNA,NW_005054297.1:30346966-30350333,-,-,29382,29945,14.85640121,-0.027,0.027,0.890465638,0.98148174,no,2,0,0
ZFYVE1,mRNA,NW_005054301.1:18534696-18563244,-,-,11113,12033,13.49847527,-0.115,0.115,0.463483148,0.884511637,no,2,0,0
ATP2A3,mRNA,NW_005054531.1:611994-646292,+,-,2230,2039,11.05968245,0.13,0.13,0.547866745,0.907262771,no,2,0,0
ATP6V0A2,mRNA,NW_005054362.1:2143863-2158869,-,-,563,598,9.181152257,-0.086,0.086,0.464358502,0.884511637,no,2,0,0
AXIN1,mRNA,NW_005054383.1:2807598-2893197,-,-,15833,16148,13.96492743,-0.028,0.028,0.877899463,0.9797449,no,2,0,0
BNIP3L,mRNA,NW_005054514.1:831203-842148,+,-,40716,48339,15.44240899,-0.248,0.248,0.099840419,0.728568172,no,2,0,0
CCDC14,mRNA,NW_005054298.1:8563276-8572345,+,-,66,58,5.95419631,0.191,0.191,0.472351177,0.889451029,no,2,0,0
CPSF3,mRNA,NW_005054318.1:7034352-7053040,-,-,75,66,6.139551352,0.18,0.18,0.469272586,0.886983226,no,2,0,0
GTF2H3,mRNA,NW_005054362.1:2168562-2173266,-,-,174,180,7.46760555,-0.058,0.058,0.761060516,0.948626849,no,2,0,0
INAVA,mRNA,NW_005054425.1:98961-108343,+,-,5,4,2.169925001,0.092,0.092,0.89850121,NA,no,0,0,0
LOC102038183,mRNA,NW_005054452.1:1468783-1476835,-,-,1446,1446,10.49785184,0.001,0.001,0.994628469,0.999081463,no,2,0,0
LOC102040340,mRNA,NW_005054466.1:1143778-1160411,+,-,1447,1426,10.48834228,0.021,0.021,0.881495362,0.979828333,no,2,0,0
MICAL3,mRNA,NW_005054384.1:675091-832202,-,-,729,866,9.639340709,-0.248,0.248,0.237560726,0.807695195,no,2,0,0
PPP2CB,mRNA,NW_005054536.1:819558-823403,+,-,9170,9960,13.22354925,-0.119,0.119,0.430963823,0.878720686,no,2,0,0
RPAP3,mRNA,NW_005054310.1:9788927-9806117,+,-,158,171,7.361943774,-0.122,0.122,0.384871947,0.86479324,no,2,0,0
SF3A2,mRNA,NW_005054441.1:52894-63552,-,-,1148,1121,10.14784089,0.033,0.033,0.867574148,0.977602414,no,2,0,0
SMARCD2,mRNA,NW_005054524.1:864766-873207,+,-,4235,4399,12.07581338,-0.055,0.055,0.627234925,0.925110245,no,2,0,0
TM7SF3,mRNA,NW_005054414.1:2423342-2435202,-,-,765,866,9.671541067,-0.179,0.179,0.254214815,0.813533579,no,2,0,0
UCHL5,mRNA,NW_005054357.1:3301805-3319080,+,-,325,385,8.471675214,-0.244,0.244,0.095505869,0.722895553,no,2,0,0
YIPF4,mRNA,NW_005054299.1:17668347-17679777,+,-,1149,1364,10.29519496,-0.248,0.248,0.11895085,0.734010438,no,2,0,0
ACSL4,mRNA,NW_005054314.1:3934599-3962425,-,-,305,310,8.2644426,-0.026,0.026,0.890521479,0.98148174,no,2,0,0
C2CD5,mRNA,NW_005054482.1:1051054-1101106,+,-,882,969,9.85408918,-0.136,0.136,0.425678041,0.877438416,no,2,0,0
CCDC82,mRNA,NW_005054302.1:9375287-9386898,+,-,83,99,6.50779464,-0.247,0.247,0.318261634,0.838017397,no,2,0,0
CEP57,mRNA,NW_005054302.1:9682571-9704177,-,-,1489,1414,10.50332886,0.076,0.076,0.701049912,0.938111147,no,2,0,0
CPNE1,mRNA,NW_005054481.1:1190045-1205092,+,-,1942,2306,11.05256805,-0.247,0.247,0.116261225,0.734010438,no,2,0,0
FBXO38,mRNA,NW_005054308.1:11229764-11249432,-,-,9344,9197,13.17843144,0.023,0.023,0.856646978,0.975295934,no,2,0,0
HSPBAP1,mRNA,NW_005054298.1:9529231-9567701,+,-,32,37,5.108524457,-0.247,0.247,0.355810898,0.856013202,no,2,0,0
LAPTM4A,mRNA,NW_005054318.1:1637591-1645190,+,-,22689,26920,14.59831426,-0.247,0.247,0.203451845,0.792537756,no,2,0,0
PRPF4B,mRNA,NW_005054376.1:347450-369144,+,-,606,576,9.20701432,0.072,0.072,0.812604199,0.961826386,no,2,0,0
PSMD2,mRNA,NW_005054309.1:3625799-3631691,+,-,7890,7865,12.94352213,0.005,0.005,0.971770823,0.994930893,no,2,0,0
RETREG2,mRNA,NW_005054298.1:14143674-14155709,+,-,19291,22892,14.36437408,-0.247,0.247,0.126003667,0.737777337,no,2,0,0
RPL13A,mRNA,NW_005055359.1:4081-8249,+,-,60195,66978,15.95643288,-0.154,0.154,0.515625175,0.900432575,no,2,0,0
SERAC1,mRNA,NW_005054316.1:6300333-6321665,+,-,6661,7008,12.73862008,-0.073,0.073,0.640689226,0.926904725,no,2,0,0
SPCS1,mRNA,NW_005054339.1:2137940-2140867,-,-,1188,1410,10.34318572,-0.247,0.247,0.281490487,0.822422336,no,2,0,0
TET1,mRNA,NW_005054515.1:749112-817927,-,-,211,196,7.668884984,0.108,0.108,0.493807019,0.894012256,no,2,0,0
XRN1,mRNA,NW_005054371.1:2840504-2873620,-,-,2798,3321,11.57908018,-0.247,0.247,0.068355836,0.683655112,no,2,0,0
ZADH2,mRNA,NW_005054311.1:9701164-9712706,+,-,1259,1454,10.40567333,-0.207,0.207,0.283621596,0.822422336,no,2,0,0
AFG3L2,mRNA,NW_005054350.1:3755460-3782020,+,-,9325,10004,13.23847938,-0.101,0.101,0.526333453,0.902797035,no,2,0,0
AIMP2,mRNA,NW_005054319.1:4086339-4089745,+,-,323,310,8.306061689,0.053,0.053,0.813444994,0.962166908,no,2,0,0
ASRGL1,mRNA,NW_005054328.1:123484-144518,-,-,228,209,7.77148947,0.121,0.121,0.600655868,0.920306826,no,2,0,0
CUNH5orf22,mRNA,NW_005054359.1:1312567-1325364,-,-,78,84,6.339850003,-0.103,0.103,0.604823384,0.921207884,no,2,0,0
DIP2A,mRNA,NW_005054501.1:1103937-1160632,+,-,120,110,6.845490051,0.122,0.122,0.614024354,0.923536216,no,2,0,0
ENTPD5,mRNA,NW_005054301.1:6618598-6634688,+,-,6782,7383,12.79004298,-0.123,0.123,0.260696786,0.813863022,no,2,0,0
LOC102040799,mRNA,NW_005054436.1:1797538-1802914,-,-,40,33,5.189824559,0.246,0.246,0.480485854,0.8900586,no,2,0,0
LOC102044363,mRNA,NW_005054491.1:402108-411763,+,-,13616,15934,13.85087051,-0.227,0.227,0.096790001,0.724573514,no,2,0,0
PLEKHB2,mRNA,NW_005054388.1:2182396-2194987,+,-,7182,7717,12.86292788,-0.104,0.104,0.372147739,0.861709807,no,2,0,0
PPARD,mRNA,NW_005054512.1:157587-171997,-,-,259,251,7.994353437,0.048,0.048,0.797773049,0.956837671,no,2,0,0
PRPF18,mRNA,NW_005054409.1:879241-894606,+,-,6197,7056,12.69403135,-0.187,0.187,0.185160821,0.786863894,no,2,0,0
