GeneID,gene_type,locus,strand,sex-linked,avg IFOR,avg UFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
R3HCC1,mRNA,NW_005054738.1:24145-37766,+,-,352,391,8.537218401,-0.153,0.153,0.497884481,0.916985017,no,2,0,0
SLA,mRNA,NW_005054394.1:760015-782988,-,-,1270,1242,10.29462075,0.032,0.032,0.847551631,0.98755749,no,2,0,0
TXNRD2,mRNA,NW_005054330.1:3125574-3155555,+,-,62,78,6.129283017,-0.328,0.328,0.239818243,0.783903816,no,2,0,0
ZFYVE16,mRNA,NW_005054431.1:1972068-1998499,-,-,1803,2063,10.91662592,-0.194,0.194,0.403429531,0.87924179,no,2,0,0
ARFIP1,mRNA,NW_005054297.1:29623501-29658988,-,-,128,106,6.87036472,0.284,0.284,0.181179693,0.722830466,no,2,0,0
BCL11B,mRNA,NW_005054303.1:4085723-4176718,-,-,24,23,4.554588852,0.059,0.059,0.90471229,0.993547474,no,2,0,0
CEP76,mRNA,NW_005054350.1:3595146-3609451,+,-,36,26,4.95419631,0.425,0.425,0.116917786,0.623133971,no,2,0,0
ING3,mRNA,NW_005054324.1:2953097-2967015,+,-,3820,4784,12.07079181,-0.325,0.325,0.155585757,0.687110121,no,2,0,0
LOC115949076,snoRNA,NW_005054741.1:104228-104311,-,-,2,3,1.321928095,-0.42,0.42,0.525985199,0.924287718,no,0,0,0
MPP3,mRNA,NW_005054559.1:203055-222819,+,-,3,2,1.321928095,0.34,0.34,0.737484009,0.969491092,no,0,0,0
PLEC,mRNA,NW_005054737.1:18016-26104,+,-,35166,35358,15.10582668,-0.008,0.008,0.96810919,0.997890435,no,2,0,0
RSAD1,mRNA,NW_005054370.1:3216986-3221074,+,-,12,16,3.807354922,-0.425,0.425,0.335939274,0.845982825,no,2,0,0
RWDD1,mRNA,NW_005054306.1:6601274-6611762,+,-,76,68,6.169925001,0.159,0.159,0.498059094,0.916985017,no,2,0,0
SDHD,mRNA,NW_005054447.1:120282-122316,+,-,1800,1791,10.81016994,0.008,0.008,0.970033535,0.997969818,no,2,0,0
ARHGAP12,mRNA,NW_005054360.1:3192570-3262022,-,-,177,132,7.271463028,0.424,0.424,0.105478035,0.599708949,no,2,0,0
CCDC12,mRNA,NW_005054466.1:898509-919628,-,-,135,126,7.027905997,0.093,0.093,0.623185866,0.946047244,no,2,0,0
DCAKD,mRNA,NW_005054518.1:459958-465817,-,-,56,66,5.930737338,-0.26,0.26,0.266811226,0.799218652,no,2,0,0
GPR21,mRNA,NW_005054329.1:1502543-1512746,-,-,191,189,7.569855608,0.025,0.025,0.91919019,0.993547474,no,2,0,0
IFT52,mRNA,NW_005054337.1:6014424-6023312,+,-,76,77,6.257387843,-0.036,0.036,0.889804725,0.992212165,no,2,0,0
LOC115947691,mRNA,NW_005054309.1:2513348-2519904,-,-,93,124,6.761551232,-0.424,0.424,0.05815612,0.482974002,no,2,0,0
LOC115948813,lnc_RNA,NW_005054533.1:503498-510809,+,-,30,33,4.977279923,-0.152,0.152,0.709880843,0.964194555,no,2,0,0
LOC115948867,lnc_RNA,NW_005054582.1:239947-242441,-,-,1064,1139,10.10525378,-0.098,0.098,0.703222278,0.964051704,no,2,0,0
LOC115949518,lnc_RNA,NW_005054297.1:22810798-22819900,-,-,3,3,1.584962501,0.2,0.2,0.767453404,0.97526206,no,0,0,0
PFDN5,mRNA,NW_005055031.1:255-1709,-,-,92,92,6.523561956,-0.018,0.018,0.942168959,0.994654648,no,2,0,0
RPS18,mRNA,NW_005055537.1:4335-8672,-,-,10114,9604,13.26722561,0.075,0.075,0.806958302,0.981496262,no,2,0,0
SFR1,mRNA,NW_005054300.1:3892247-3896211,-,-,40,41,5.339850003,-0.027,0.027,0.940529124,0.994654648,no,2,0,0
STIM2,mRNA,NW_005054297.1:5487612-5521540,+,-,167,159,7.348728154,0.072,0.072,0.739879799,0.969959411,no,2,0,0
TARBP1,mRNA,NW_005054348.1:2350169-2381415,+,-,46,62,5.754887502,-0.424,0.424,0.239965601,0.783903816,no,2,0,0
XPNPEP3,mRNA,NW_005054334.1:4519420-4535237,+,-,1162,1105,10.14656868,0.073,0.073,0.680462894,0.958988261,no,2,0,0
ARHGEF4,mRNA,NW_005054388.1:1944567-2127064,+,-,14,13,3.754887502,0.078,0.078,0.875992243,0.991131168,no,2,0,0
FLNB,mRNA,NW_005054339.1:5226118-5296854,+,-,1178,949,10.05460432,0.312,0.312,0.116932993,0.623133971,no,2,0,0
FRMD7,mRNA,NW_005054569.1:607832-619548,+,-,986,1016,9.967226259,-0.043,0.043,0.807880621,0.981551696,no,2,0,0
GALNT14,mRNA,NW_005054434.1:101610-177008,-,-,3,3,1.584962501,-0.141,0.141,0.814567615,0.983420693,no,0,0,0
KDM2B,mRNA,NW_005054362.1:2744054-2848807,-,-,474,440,8.836050355,0.107,0.107,0.548585061,0.929206508,no,2,0,0
LOC102034617,mRNA,NW_005054313.1:10089344-10092207,+,-,322,325,8.337621902,-0.013,0.013,0.940802016,0.994654648,no,2,0,0
LOC102045328,mRNA,NW_005054605.1:305243-307746,-,-,36,31,5.06608919,0.262,0.262,0.337229813,0.84608852,no,2,0,0
LOC115948845,lnc_RNA,NW_005054554.1:564413-566965,+,-,40,37,5.266786541,0.132,0.132,0.708830371,0.964194555,no,2,0,0
MTSS1,mRNA,NW_005054321.1:5602127-5728357,-,-,507,586,9.094077686,-0.209,0.209,0.312046433,0.833664523,no,2,0,0
PLS3,mRNA,NW_005054314.1:88965-116922,+,-,525,460,8.943979914,0.188,0.188,0.309330487,0.832843608,no,2,0,0
RARA,mRNA,NW_005054665.1:247133-253463,-,-,293,295,8.199672345,-0.012,0.012,0.945565454,0.994654648,no,2,0,0
SLC6A8,mRNA,NW_005054317.1:6446843-6451288,-,-,264,304,8.14974712,-0.206,0.206,0.264313175,0.797452114,no,2,0,0
TMEM263,mRNA,NW_005054334.1:628045-640896,+,-,7,8,2.906890596,-0.076,0.076,0.876487491,0.991137205,no,0,0,0
BUD23,mRNA,NW_005054381.1:40620-46018,+,-,831,926,9.778898476,-0.158,0.158,0.437632648,0.898540924,no,2,0,0
GLE1,mRNA,NW_005054329.1:5634556-5644503,-,-,1464,1340,10.45327063,0.128,0.128,0.667043307,0.956635429,no,2,0,0
LOC102034078,mRNA,NW_005054504.1:963803-983359,-,-,162,202,7.50779464,-0.32,0.32,0.367150069,0.863700497,no,2,0,0
NSMCE1,mRNA,NW_005054399.1:2715744-2722826,-,-,198,205,7.654636029,-0.058,0.058,0.749272325,0.971165694,no,2,0,0
WDR89,mRNA,NW_005054303.1:10017596-10033519,+,-,32,43,5.22881869,-0.422,0.422,0.249343869,0.789027508,no,2,0,0
APP,mRNA,NW_005054397.1:427887-581866,-,-,612,535,9.163649676,0.195,0.195,0.470370228,0.911338633,no,2,0,0
BZW2,mRNA,NW_005054307.1:1056614-1092847,-,-,262,230,7.942514505,0.184,0.184,0.295802257,0.826071302,no,2,0,0
DNM1L,mRNA,NW_005054326.1:6525150-6550124,+,-,611,695,9.350939182,-0.185,0.185,0.328950932,0.842365073,no,2,0,0
EIF1AD,mRNA,NW_005055087.1:16640-20155,+,-,2167,2033,11.03617361,0.092,0.092,0.689130121,0.961306146,no,2,0,0
JAK2,mRNA,NW_005054390.1:566293-622966,+,-,31283,35358,15.02412243,-0.177,0.177,0.46842263,0.911338633,no,2,0,0
KRTCAP3,mRNA,NW_005054669.1:151994-154703,+,-,204,251,7.829722735,-0.302,0.302,0.180661476,0.721759065,no,2,0,0
LOC102031677,mRNA,NW_005054402.1:140162-147959,+,-,45,36,5.339850003,0.3,0.3,0.528879339,0.924808347,no,2,0,0
LOC102039883,mRNA,NW_005054390.1:428241-431069,+,-,22886,25750,14.56973696,-0.17,0.17,0.566229251,0.931506799,no,2,0,0
NPEPL1,mRNA,NW_005054356.1:1489147-1502077,-,-,194,196,7.607330314,-0.02,0.02,0.906898001,0.993547474,no,2,0,0
SMC3,mRNA,NW_005054300.1:2031073-2053733,-,-,167,157,7.339850003,0.088,0.088,0.706644591,0.964125689,no,2,0,0
SNX3,mRNA,NW_005054306.1:2889953-2895871,-,-,2254,2796,11.30206767,-0.31,0.31,0.149387038,0.679685707,no,2,0,0
WDR73,mRNA,NW_005054571.1:175156-181842,+,-,110,146,7,-0.421,0.421,0.072910417,0.520244655,no,2,0,0
ARHGEF6,mRNA,NW_005054349.1:85441-115678,-,-,853,850,9.73386272,0.003,0.003,0.986309714,0.997988499,no,2,0,0
KAT8,mRNA,NW_005055891.1:7-5604,+,-,82,94,6.459431619,-0.208,0.208,0.461881175,0.909395905,no,2,0,0
LOC115948407,mRNA,NW_005054391.1:725279-731029,-,-,106,142,6.95419631,-0.42,0.42,0.083988552,0.545868867,no,2,0,0
MAP7D1,mRNA,NW_005054478.1:123116-131175,-,-,84,84,6.392317423,0.004,0.004,0.986446889,0.997988499,no,2,0,0
MCC,mRNA,NW_005054601.1:113603-251322,+,-,111,92,6.665335917,0.283,0.283,0.207172726,0.749212189,no,2,0,0
MED15,mRNA,NW_005054483.1:761727-784092,+,-,1799,2096,10.92740761,-0.221,0.221,0.187850081,0.730499599,no,2,0,0
MRPL45,mRNA,NW_005054648.1:214429-218158,-,-,570,566,9.14974712,0.009,0.009,0.96408042,0.996706821,no,2,0,0
PWWP2B,mRNA,NW_005054506.1:444211-455740,-,-,284,347,8.301496195,-0.291,0.291,0.184039049,0.724167575,no,2,0,0
SUV39H2,mRNA,NW_005054409.1:1505205-1516401,+,-,58,66,5.95419631,-0.196,0.196,0.344826624,0.854807499,no,2,0,0
TGM4,mRNA,NW_005054361.1:1173692-1203446,-,-,66,53,5.894817763,0.319,0.319,0.212516546,0.755862847,no,2,0,0
TNFAIP1,mRNA,NW_005054368.1:521881-527017,-,-,601,492,9.094077686,0.287,0.287,0.116390662,0.62270784,no,2,0,0
ARHGAP45,mRNA,NW_005054491.1:709279-725269,+,-,3010,2788,11.50133962,0.11,0.11,0.535097345,0.926017489,no,2,0,0
FOXO1,mRNA,NW_005054322.1:6007357-6013352,+,-,186,187,7.54303182,-0.004,0.004,0.983241595,0.997969818,no,2,0,0
LOC115948552,mRNA,NW_005054428.1:344306-346112,+,-,1,1,0,0.33,0.33,0.80863034,NA,no,0,0,0
OSBPL3,mRNA,NW_005054333.1:4451268-4516608,+,-,51,44,5.569855608,0.199,0.199,0.492687878,0.916234753,no,2,0,0
VGLL1,mRNA,NW_005054349.1:47279-55782,+,-,9,9,3.169925001,0.004,0.004,0.992620559,0.998051416,no,0,0,0
IPO11,mRNA,NW_005054335.1:332463-411207,-,-,365,364,8.509775004,0.006,0.006,0.979831176,0.997969818,no,2,0,0
LOC102040529,pseudogene,NW_005074717.1:9-305,-,-,784,847,9.671541067,-0.112,0.112,0.651874829,0.952883373,no,2,0,0
LOC102042824,mRNA,NW_005054531.1:219998-292715,-,-,5,4,2.169925001,0.228,0.228,0.731300681,0.968639209,no,0,0,0
PEX11G,mRNA,NW_005054551.1:551211-553335,+,-,650,776,9.477758266,-0.256,0.256,0.238841059,0.783903816,no,2,0,0
RGS19,mRNA,NW_005054337.1:1708924-1716473,+,-,1247,1002,10.13506795,0.316,0.316,0.099746934,0.58488418,no,2,0,0
RPS29,mRNA,NW_005054303.1:15157628-15159788,+,-,2920,2742,11.46709603,0.09,0.09,0.763629057,0.973548891,no,2,0,0
THEMIS,mRNA,NW_005054306.1:11273859-11344705,-,-,56,45,5.658211483,0.322,0.322,0.418393151,0.885656158,no,2,0,0
USP36,mRNA,NW_005054578.1:433025-442020,-,-,131,148,7.124121312,-0.186,0.186,0.423077425,0.889421886,no,2,0,0
ATAD2B,mRNA,NW_005054306.1:916785-975681,-,-,727,784,9.561287945,-0.109,0.109,0.575563118,0.93220185,no,2,0,0
ATF6,mRNA,NW_005054421.1:294688-365444,+,-,1474,1534,10.55458885,-0.058,0.058,0.790113372,0.978809915,no,2,0,0
CDK6,mRNA,NW_005054307.1:6902161-7038942,+,-,100,109,6.707359132,-0.12,0.12,0.680524758,0.958988261,no,2,0,0
COMMD4,mRNA,NW_005054313.1:10010098-10014684,-,-,192,241,7.758223215,-0.328,0.328,0.086193024,0.54869596,no,2,0,0
DFFB,mRNA,NW_005054712.1:133271-136521,-,-,82,72,6.266786541,0.181,0.181,0.472168884,0.911338633,no,2,0,0
EGR3,mRNA,NW_005054705.1:119614-146304,+,-,15,13,3.807354922,0.21,0.21,0.588049358,0.934483458,no,2,0,0
GPSM1,mRNA,NW_005054329.1:2462494-2507539,+,-,127,95,6.794415866,0.417,0.417,0.082742523,0.542850478,no,2,0,0
IFT140,mRNA,NW_005054383.1:236695-330929,+,-,77,91,6.392317423,-0.25,0.25,0.206266076,0.7480256,no,2,0,0
LOC102039726,lnc_RNA,NW_005054512.1:318178-319224,+,-,4157,4978,12.15718901,-0.26,0.26,0.240140796,0.783903816,no,2,0,0
LOC115948204,snoRNA,NW_005054358.1:1426404-1426531,+,-,134,140,7.098032083,-0.057,0.057,0.853798778,0.987884509,no,2,0,0
LOC115949283,lnc_RNA,NW_005055384.1:5352-5877,-,-,44,57,5.658211483,-0.375,0.375,0.184105656,0.724167575,no,2,0,0
NECAB2,mRNA,NW_005054343.1:1999687-2065957,+,-,4,3,1.807354922,0.417,0.417,0.600674975,0.939057635,no,0,0,0
PRKAR2A,mRNA,NW_005054317.1:6237125-6273192,-,-,203,180,7.581200582,0.176,0.176,0.557864223,0.930261343,no,2,0,0
PUDP,mRNA,NW_005054382.1:2641577-2700132,+,-,370,411,8.609178738,-0.151,0.151,0.447043299,0.901931154,no,2,0,0
RNGTT,mRNA,NW_005054328.1:6489656-6654769,-,-,566,571,9.151016539,-0.014,0.014,0.943849792,0.994654648,no,2,0,0
SAR1A,mRNA,NW_005054594.1:135383-140112,+,-,4892,6097,12.42377249,-0.318,0.318,0.076107121,0.527968347,no,2,0,0
SLC35B2,mRNA,NW_005054299.1:12903775-12908178,+,-,493,528,8.995767151,-0.098,0.098,0.642939476,0.950889459,no,2,0,0
STAT6,mRNA,NW_005054685.1:110360-117310,-,-,468,464,8.864186145,0.015,0.015,0.950108513,0.995340164,no,2,0,0
DARS1,mRNA,NW_005054298.1:4738566-4774149,+,-,217,218,7.764871591,-0.006,0.006,0.981498876,0.997969818,no,2,0,0
LOC102037160,mRNA,NW_005054368.1:3285891-3296730,-,-,18,17,4.129283017,0.022,0.022,0.958484185,0.996706821,no,2,0,0
LOC102038552,mRNA,NW_005054311.1:7327940-7347836,+,-,56,58,5.832890014,-0.059,0.059,0.812764943,0.983076552,no,2,0,0
LOC102045431,mRNA,NW_005054532.1:4148-50655,-,-,77,76,6.257387843,0.012,0.012,0.952051873,0.995755201,no,2,0,0
LOC106632136,mRNA,NW_005055015.1:12047-22082,+,-,517,490,8.975847968,0.077,0.077,0.741771175,0.970529652,no,2,0,0
LOC115949024,mRNA,NW_005054689.1:59180-65787,+,-,56,56,5.807354922,-0.019,0.019,0.961462172,0.996706821,no,2,0,0
MRPL20,mRNA,NW_005054904.1:11349-14986,-,-,2195,1645,10.9068906,0.416,0.416,0.016985225,0.285729892,no,2,0,0
MTCH1,mRNA,NW_005054472.1:1162993-1175797,+,-,99,99,6.62935662,0.013,0.013,0.975428081,0.997969818,no,2,0,0
NAA15,mRNA,NW_005054453.1:123603-149200,+,-,253,227,7.906890596,0.153,0.153,0.49190599,0.916112594,no,2,0,0
NEK3,mRNA,NW_005054322.1:5766212-5779273,-,-,48,60,5.754887502,-0.315,0.315,0.195962039,0.740806724,no,2,0,0
PHLDA3,mRNA,NW_005054425.1:668804-670110,-,-,45,41,5.426264755,0.122,0.122,0.744279981,0.970529652,no,2,0,0
TRNAE-UUC-2,tRNA,NW_005054500.1:26754-26825,+,-,46,40,5.426264755,0.198,0.198,0.64719747,0.951630453,no,2,0,0
TTC31,mRNA,NW_005054743.1:45517-51163,-,-,825,1099,9.909893084,-0.416,0.416,0.13377693,0.654827951,no,2,0,0
UBASH3B,mRNA,NW_005054510.1:691199-717694,-,-,324,362,8.422064766,-0.159,0.159,0.446335621,0.901655546,no,2,0,0
ANO5,mRNA,NW_005054442.1:1210630-1271670,+,-,1689,1444,10.61332905,0.225,0.225,0.197379218,0.74247814,no,2,0,0
DHX29,mRNA,NW_005054335.1:3079165-3087958,+,-,176,190,7.515699838,-0.113,0.113,0.62489009,0.946187844,no,2,0,0
LNX2,mRNA,NW_005054302.1:935900-988170,+,-,360,377,8.525520809,-0.065,0.065,0.782250978,0.97804978,no,2,0,0
LOC102040413,mRNA,NW_005054687.1:141360-142365,+,-,36,39,5.22881869,-0.123,0.123,0.732423985,0.968639209,no,2,0,0
LOC102041970,mRNA,NW_005054349.1:5208737-5211917,+,-,1302,1198,10.28771238,0.12,0.12,0.55522643,0.929896739,no,2,0,0
LOC102044674,mRNA,NW_005054301.1:17361059-17415241,-,-,3,2,1.321928095,0.41,0.41,0.555902404,0.93009574,no,0,0,0
MTG2,mRNA,NW_005054356.1:161626-166862,-,-,28,23,4.672425342,0.284,0.284,0.358606867,0.86048657,no,2,0,0
SLC45A4,mRNA,NW_005054419.1:1149245-1181041,+,-,3464,3402,11.74525414,0.026,0.026,0.891749831,0.992212165,no,2,0,0
SMAD7,mRNA,NW_005054365.1:3102459-3128312,-,-,247,250,7.957102042,-0.017,0.017,0.931602075,0.994162597,no,2,0,0
TRIM37,mRNA,NW_005054368.1:2700296-2719815,+,-,1001,1202,10.10525378,-0.264,0.264,0.305299934,0.832197955,no,2,0,0
LOC102035815,mRNA,NW_005054529.1:220833-245905,-,-,4,5,2.169925001,-0.381,0.381,0.564729558,0.930794339,no,0,0,0
LOC115947953,lnc_RNA,NW_005054333.1:677394-679828,-,-,16,20,4.169925001,-0.271,0.271,0.403425418,0.87924179,no,2,0,0
NFIB,mRNA,NW_005054323.1:6046125-6214046,+,-,2,2,1,-0.325,0.325,0.739408855,NA,no,0,0,0
TRMT6,mRNA,NW_005054521.1:809237-820640,-,-,316,349,8.37721053,-0.145,0.145,0.389697055,0.874746936,no,2,0,0
VPS72,mRNA,NW_005055117.1:10892-12315,+,-,60,75,6.076815597,-0.31,0.31,0.397201526,0.876183976,no,2,0,0
YES1,mRNA,NW_005054305.1:1332515-1382500,+,-,10,8,3.169925001,0.414,0.414,0.473420799,0.911338633,no,1,0,0
BBS7,mRNA,NW_005054435.1:875557-890276,-,-,87,110,6.622051819,-0.334,0.334,0.432247466,0.894971403,no,2,0,0
GSDMA,mRNA,NW_005054625.1:299606-304544,+,-,1195,1123,10.17866485,0.09,0.09,0.797085122,0.980293363,no,2,0,0
HPGDS,mRNA,NW_005054304.1:8984674-9014152,-,-,246,223,7.873444113,0.142,0.142,0.693678985,0.962115442,no,2,0,0
LOC102043723,mRNA,NW_005054302.1:5016826-5034339,+,-,706,536,9.278449458,0.397,0.397,0.06106638,0.489320504,no,2,0,0
LOC115949307,mRNA,NW_005055590.1:1647-2746,+,-,7,7,2.807354922,-0.01,0.01,0.98340196,0.997969818,no,0,0,0
LOC115949452,mRNA,NW_005062338.1:55-859,+,-,52,57,5.768184325,-0.116,0.116,0.781296937,0.977698815,no,2,0,0
NFATC2,mRNA,NW_005054356.1:3546850-3624105,+,-,107,86,6.592457037,0.315,0.315,0.203256874,0.746151438,no,2,0,0
NMRK1,mRNA,NW_005054352.1:3471141-3479901,+,-,202,200,7.651051691,0.012,0.012,0.967078925,0.997859021,no,2,0,0
NMT1,mRNA,NW_005054518.1:475362-490331,+,-,148,140,7.169925001,0.086,0.086,0.774471339,0.977006913,no,2,0,0
TEKT3,mRNA,NW_005054457.1:1172946-1179521,+,-,2,2,1,-0.413,0.413,0.624016599,NA,no,0,0,0
BORA,mRNA,NW_005054327.1:5170880-5188403,-,-,36,44,5.321928095,-0.306,0.306,0.28458708,0.816380863,no,2,0,0
ECHDC1,mRNA,NW_005054306.1:11090701-11129698,-,-,4,3,1.807354922,0.315,0.315,0.640978885,0.949883982,no,0,0,0
EPG5,mRNA,NW_005054365.1:1789530-1843026,-,-,2851,3139,11.54834029,-0.138,0.138,0.52695695,0.924287718,no,2,0,0
GLB1L,mRNA,NW_005054298.1:14187170-14192591,-,-,196,236,7.754887502,-0.265,0.265,0.326497125,0.840132847,no,2,0,0
PHAX,mRNA,NW_005054607.1:445409-454995,+,-,2728,2690,11.40354468,0.02,0.02,0.943883171,0.994654648,no,2,0,0
PHF5A,mRNA,NW_005054334.1:4842582-4848846,-,-,834,916,9.773139207,-0.134,0.134,0.521849356,0.922312637,no,2,0,0
SLC43A3,mRNA,NW_005054416.1:1853397-1861417,+,-,32,25,4.832890014,0.348,0.348,0.286689437,0.817475143,no,2,0,0
HSP90B1,mRNA,NW_005054598.1:440627-450034,-,-,3729,3136,11.74504401,0.25,0.25,0.168934411,0.709748775,no,2,0,0
NDUFB8,mRNA,NW_005054300.1:10882769-10885233,-,-,2063,2326,11.09967655,-0.174,0.174,0.351173754,0.857363957,no,2,0,0
NUFIP1,mRNA,NW_005054322.1:3001524-3022921,-,-,48,41,5.475733431,0.245,0.245,0.370336419,0.864818124,no,2,0,0
SUCO,mRNA,NW_005054421.1:1339146-1367877,-,-,8268,9338,13.10377955,-0.175,0.175,0.342801093,0.852203787,no,2,0,0
TRIP13,mRNA,NW_005054325.1:284429-297951,+,-,3,3,1.584962501,-0.18,0.18,0.790161587,0.978809915,no,0,0,0
CUNH9orf85,mRNA,NW_005054352.1:4536504-4553950,-,-,5371,6166,12.4939805,-0.199,0.199,0.41344553,0.882844124,no,2,0,0
DERL2,mRNA,NW_005054531.1:790972-795846,+,-,390,518,8.826548487,-0.41,0.41,0.005702425,0.173344897,no,2,0,0
GOLM1,mRNA,NW_005054427.1:53633-81427,-,-,105,128,6.864186145,-0.279,0.279,0.356998129,0.859895728,no,2,0,0
LOC102042459,mRNA,NW_005054326.1:7003930-7007043,+,-,2248,2006,11.05460432,0.165,0.165,0.48818145,0.916112594,no,2,0,0
LOC102045441,mRNA,NW_005055046.1:4737-26395,+,-,308,316,8.285402219,-0.033,0.033,0.850352694,0.987884509,no,2,0,0
MYLK,mRNA,NW_005054298.1:8594822-8789145,+,-,871,880,9.773963368,-0.015,0.015,0.935539884,0.994296322,no,2,0,0
NEK1,mRNA,NW_005054297.1:24050112-24091209,+,-,1416,1509,10.51422091,-0.091,0.091,0.64327824,0.950918946,no,2,0,0
NIP7,mRNA,NW_005054373.1:2764152-2766226,+,-,522,618,9.154818109,-0.245,0.245,0.380262837,0.870868272,no,2,0,0
PCMT1,mRNA,NW_005054392.1:726431-750132,-,-,2629,2909,11.43514934,-0.146,0.146,0.442947739,0.899860207,no,2,0,0
PLEKHH3,mRNA,NW_005054559.1:537264-546043,+,-,453,467,8.845490051,-0.045,0.045,0.798623692,0.980415177,no,2,0,0
PPP2R3B,mRNA,NW_005054342.1:4111558-4155492,+,-,14,18,4,-0.41,0.41,0.291302244,0.821521918,no,2,0,0
PPWD1,mRNA,NW_005054537.1:371840-385103,-,-,1024,1152,10.08746284,-0.169,0.169,0.514910042,0.92080973,no,2,0,0
REEP2,mRNA,NW_005054308.1:12544263-12565084,+,-,1157,1216,10.21249639,-0.071,0.071,0.802224067,0.980415177,no,2,0,0
SPDEF,mRNA,NW_005054512.1:392739-396304,+,-,76,101,6.46760555,-0.41,0.41,0.086487594,0.549803548,no,2,0,0
SYNCRIP,mRNA,NW_005054328.1:5604104-5629175,-,-,359,325,8.417852515,0.143,0.143,0.509401166,0.919414377,no,2,0,0
TIMM9,mRNA,NW_005054303.1:12178148-12181333,+,-,33,32,5.022367813,0.061,0.061,0.815809181,0.983670001,no,2,0,0
TSPAN12,mRNA,NW_005054324.1:2886625-2915803,-,-,155,136,7.184875343,0.181,0.181,0.365027692,0.862926072,no,2,0,0
CWC27,mRNA,NW_005054537.1:605904-701530,-,-,464,448,8.832890014,0.054,0.054,0.818777091,0.984314243,no,2,0,0
DDI2,mRNA,NW_005054475.1:553184-563467,+,-,2165,2874,11.29892174,-0.409,0.409,0.0019548,0.100714852,no,2,0,0
DDX51,mRNA,NW_005054483.1:517463-528639,+,-,420,455,8.773139207,-0.115,0.115,0.576987031,0.93220185,no,2,0,0
FAM174C,mRNA,NW_005054491.1:881563-882724,+,-,70,82,6.247927513,-0.216,0.216,0.340510691,0.849183114,no,2,0,0
LOC102032925,mRNA,NW_005054301.1:15846849-15856713,-,-,572,553,9.135709286,0.049,0.049,0.80877681,0.981982363,no,2,0,0
LOC102044486,mRNA,NW_005054483.1:533689-537589,+,-,182,198,7.569855608,-0.123,0.123,0.714823951,0.966177694,no,2,0,0
TBC1D8,mRNA,NW_005054315.1:7751410-7786661,+,-,72,79,6.238404739,-0.133,0.133,0.576222644,0.93220185,no,2,0,0
WDR72,mRNA,NW_005054313.1:5617085-5708199,-,-,6,5,2.459431619,0.21,0.21,0.739094871,0.969959411,no,0,0,0
ZFYVE27,mRNA,NW_005054300.1:6141882-6146342,+,-,1322,1756,10.58777752,-0.409,0.409,0.02298553,0.333356328,no,2,0,0
ANLN,mRNA,NW_005054497.1:568100-590654,-,-,6,4,2.321928095,0.408,0.408,0.493545569,0.916234753,no,0,0,0
ATG10,mRNA,NW_005054431.1:1346118-1403678,-,-,52,57,5.768184325,-0.121,0.121,0.706620322,0.964125689,no,2,0,0
BCLAF1,mRNA,NW_005054316.1:2826409-2846615,-,-,567,594,9.181152257,-0.066,0.066,0.71705727,0.96676731,no,2,0,0
DLG3,mRNA,NW_005054314.1:7556235-7594315,+,-,58,69,5.988684687,-0.261,0.261,0.272275247,0.805480402,no,2,0,0
EXOC4,mRNA,NW_005054430.1:586400-958820,+,-,480,447,8.856425529,0.105,0.105,0.643850995,0.951373135,no,2,0,0
LOC115948161,lnc_RNA,NW_005054354.1:2699051-2715432,+,-,109,116,6.813781191,-0.095,0.095,0.729120297,0.968639209,no,2,0,0
LYAR,mRNA,NW_005054470.1:134835-143277,-,-,256,240,7.95419631,0.089,0.089,0.698327641,0.963490308,no,2,0,0
MAGOH,mRNA,NW_005054345.1:1772072-1773998,-,-,1885,1575,10.75655632,0.259,0.259,0.231370485,0.776257816,no,2,0,0
MAK16,mRNA,NW_005054673.1:220829-226904,+,-,1541,2044,10.8077574,-0.408,0.408,0.115847851,0.622664485,no,2,0,0
WEE2,mRNA,NW_005054414.1:265964-283090,-,-,135,126,7.027905997,0.097,0.097,0.58348679,0.933058504,no,2,0,0
ATP5MG,mRNA,NW_005054447.1:1465373-1467083,+,-,7597,7730,12.90378772,-0.025,0.025,0.916879483,0.993547474,no,2,0,0
FANCG,mRNA,NW_005054471.1:485565-494142,+,-,73,93,6.375039431,-0.352,0.352,0.235986152,0.780274583,no,2,0,0
FBLIM1,mRNA,NW_005054475.1:610572-614013,+,-,7,8,2.906890596,-0.318,0.318,0.517413057,0.921471496,no,0,0,0
IQUB,mRNA,NW_005054324.1:4020682-4039944,-,-,9,9,3.169925001,-0.077,0.077,0.866915824,0.989545071,no,0,0,0
LOC106631804,mRNA,NW_005054320.1:5682399-5685150,-,-,1182,1126,10.17242751,0.07,0.07,0.75861083,0.973120034,no,2,0,0
PIEZO1,mRNA,NW_005054373.1:2181111-2204176,-,-,558,472,9.008428622,0.238,0.238,0.303291289,0.830630834,no,2,0,0
POFUT1,mRNA,NW_005054337.1:2629694-2637510,+,-,451,489,8.876516947,-0.117,0.117,0.516086619,0.92080973,no,2,0,0
PTER,mRNA,NW_005054307.1:9671638-9690425,+,-,23,17,4.321928095,0.407,0.407,0.28711561,0.817742574,no,2,0,0
RPTOR,mRNA,NW_005054612.1:201396-307077,+,-,178,179,7.479780264,-0.015,0.015,0.959244078,0.996706821,no,2,0,0
